;position;id;name;compartment;charge;formula
291;291;10fthf_c;10-Formyltetrahydrofolate;c;-2;C20H21N7O7
292;292;fprica_c;5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide;c;-2;C10H13N4O9P
293;293;thf_c;5,6,7,8-Tetrahydrofolate;c;-2;C19H21N7O6
294;294;dca_c;Decanoate (n-C10:0);c;-1;C10H19O2
295;295;octa_c;Octanoate (n-C8:0);c;-1;C8H15O2
296;296;acgam_e;N-Acetyl-D-glucosamine;e;0;C8H15NO6
297;297;aact_c;Aminoacetone;c;1;C3H8NO
298;298;h2o2_c;Hydrogen peroxide;c;0;H2O2
299;299;mthgxl_c;Methylglyoxal;c;0;C3H4O2
300;300;nh4_c;Ammonium;c;1;H4N
301;301;dtdp4aaddg_c;DTDP-4-acetamido-4,6-dideoxy-D-galactose;c;-2;C18H27N3O15P2
302;302;dtdp_c;DTDP C10H13N2O11P2;c;-3;C10H13N2O11P2
303;303;unagamu_c;Undecaprenyl-diphospho-N-acetylglucosamine-N-acetylmannosaminuronate;c;-3;C71H113N2O18P2
304;304;unagamuf_c;Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose;c;-3;C79H126N3O22P2
305;305;malthx_c;Maltohexaose;c;0;C36H62O31
306;306;5caiz_c;5-phosphoribosyl-5-carboxyaminoimidazole;c;-3;C9H11N3O9P
307;307;air_c;5-amino-1-(5-phospho-D-ribosyl)imidazole;c;-2;C8H12N3O7P
308;308;5aizc_c;5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate;c;-3;C9H11N3O9P
309;309;akg_c;2-Oxoglutarate;c;-2;C5H4O5
310;310;succoa_c;Succinyl-CoA;c;-5;C25H35N7O19P3S
311;311;akg_p;2-Oxoglutarate;p;-2;C5H4O5
312;312;malthx_p;Maltohexaose;p;0;C36H62O31
313;313;acglu_c;N-Acetyl-L-glutamate;c;-2;C7H9NO5
314;314;arbt6p_c;Arbutin 6-phosphate;c;-2;C12H15O10P
315;315;g6p_c;D-Glucose 6-phosphate;c;-2;C6H11O9P
316;316;hqn_c;Hydroquinone;c;0;C6H6O2
317;317;4abut_c;4-Aminobutanoate;c;0;C4H9NO2
318;318;glu__L_c;L-Glutamate;c;-1;C5H8NO4
319;319;sucsal_c;Succinic semialdehyde;c;-1;C4H5O3
320;320;akg_e;2-Oxoglutarate;e;-2;C5H4O5
321;321;alaala_c;D-Alanyl-D-alanine;c;0;C6H12N2O3
322;322;4abutn_c;4-Aminobutanal;c;1;C4H10NO
323;323;4abut_p;4-Aminobutanoate;p;0;C4H9NO2
324;324;4abut_e;4-Aminobutanoate;e;0;C4H9NO2
325;325;alaala_p;D-Alanyl-D-alanine;p;0;C6H12N2O3
326;326;aacoa_c;Acetoacetyl-CoA;c;-4;C25H36N7O18P3S
327;327;acac_c;Acetoacetate;c;-1;C4H5O3
328;328;alaala_e;D-Alanyl-D-alanine;e;0;C6H12N2O3
329;329;2ahbut_c;(S)-2-Aceto-2-hydroxybutanoate;c;-1;C6H9O4
330;330;2obut_c;2-Oxobutanoate;c;-1;C4H5O3
331;331;acac_p;Acetoacetate;p;-1;C4H5O3
332;332;acac_e;Acetoacetate;e;-1;C4H5O3
333;333;amp_e;AMP C10H12N5O7P;e;-2;C10H12N5O7P
334;334;amp_p;AMP C10H12N5O7P;p;-2;C10H12N5O7P
335;335;LalaDglu_c;L-alanine-D-glutamate;c;-1;C8H13N2O5
336;336;LalaLglu_c;L-alanine-L-glutamate;c;-1;C8H13N2O5
337;337;ala__L_c;L-Alanine;c;0;C3H7NO2
338;338;pyam5p_c;Pyridoxamine 5'-phosphate;c;-1;C8H12N2O5P
339;339;pydx5p_c;Pyridoxal 5'-phosphate;c;-2;C8H8NO6P
340;340;alatrna_c;L-Alanyl-tRNA(Ala);c;1;C3H6NOR
341;341;trnaala_c;TRNA(Ala);c;0;R
342;342;anhgm_e;N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid;e;-1;C19H29N2O12
343;343;actp_c;Acetyl phosphate;c;-2;C2H3O5P
344;344;acmum6p_c;N-acetylmuramate 6-phosphate;c;-3;C11H17NO11P
345;345;pran_c;N-(5-Phospho-D-ribosyl)anthranilate;c;-3;C12H13NO9P
346;346;prpp_c;5-Phospho-alpha-D-ribose 1-diphosphate;c;-5;C5H8O14P3
347;347;chor_c;Chorismate;c;-2;C10H8O6
348;348;gln__L_c;L-Glutamine;c;0;C5H10N2O3
349;349;ala__L_p;L-Alanine;p;0;C3H7NO2
350;350;na1_c;Sodium;c;1;Na
351;351;na1_p;Sodium;p;1;Na
352;352;2aobut_c;L-2-Amino-3-oxobutanoate;c;0;C4H7NO3
353;353;alac__S_c;(S)-2-Acetolactate;c;-1;C5H7O4
354;354;ala__L_e;L-Alanine;e;0;C3H7NO2
355;355;lac__D_c;D-Lactate;c;-1;C3H5O3
356;356;glyald_c;D-Glyceraldehyde;c;0;C3H6O3
357;357;glyc_c;Glycerol;c;0;C3H8O3
358;358;etoh_c;Ethanol;c;0;C2H6O
359;359;uacmamu_c;UDP-N-acetyl-D-mannosaminouronate;c;-3;C17H22N3O18P2
360;360;udp_c;UDP C9H11N2O12P2;c;-3;C9H11N2O12P2
361;361;pac_c;Phenylacetic acid;c;-1;C8H7O2
362;362;pacald_c;Phenylacetaldehyde;c;0;C8H8O
363;363;8aonn_c;8-Amino-7-oxononanoate;c;0;C9H17NO3
364;364;pmcoa_c;Pimeloyl-CoA;c;-5;C28H41N7O19P3S
365;365;ap4a_c;P1,P4-Bis(5'-adenosyl) tetraphosphate;c;-4;C20H24N10O19P4
366;366;acmana_p;N-Acetyl-D-mannosamine;p;0;C8H15NO6
367;367;acmanap_c;N-Acetyl-D-mannosamine 6-phosphate;c;-2;C8H14NO9P
368;368;ap5a_c;P1,P5-Bis(5'-adenosyl) pentaphosphate;c;-5;C20H24N10O22P5
369;369;5aprbu_c;5-Amino-6-(5'-phosphoribitylamino)uracil;c;-2;C9H15N4O9P
370;370;5apru_c;5-Amino-6-(5'-phosphoribosylamino)uracil;c;-2;C9H13N4O9P
371;371;ppal_c;Propanal;c;0;C3H6O
372;372;arab__L_c;L-Arabinose;c;0;C5H10O5
373;373;rbl__L_c;L-Ribulose;c;0;C5H10O5
374;374;btal_c;Butanal C4H8O;c;0;C4H8O
375;375;but_c;Butyrate (n-C4:0);c;-1;C4H7O2
376;376;acmana_e;N-Acetyl-D-mannosamine;e;0;C8H15NO6
377;377;all6p_c;D-Allose 6-phosphate;c;-2;C6H11O9P
378;378;all__D_c;D-Allose;c;0;C6H12O6
379;379;arbtn_c;Aerobactin minus Fe3;c;-3;C22H33N4O13
380;380;arbtn_fe3_c;Aerobactin;c;0;C22H33FeN4O13
381;381;fad_c;Flavin adenine dinucleotide oxidized;c;-2;C27H31N9O15P2
382;382;fadh2_c;Flavin adenine dinucleotide reduced;c;-2;C27H33N9O15P2
383;383;fe2_c;Fe2+ mitochondria;c;2;Fe
384;384;fmn_c;FMN C17H19N4O9P;c;-2;C17H19N4O9P
385;385;fmnh2_c;Reduced FMN;c;-2;C17H21N4O9P
386;386;rbflvrd_c;Reduced riboflavin;c;0;C17H22N4O6
387;387;ribflv_c;Riboflavin C17H20N4O6;c;0;C17H20N4O6
388;388;arbtn_fe3_p;Aerobactin;p;0;C22H33FeN4O13
389;389;arbtn_e;Aerobactin minus Fe3;e;-3;C22H33N4O13
390;390;arbtn_fe3_e;Aerobactin;e;0;C22H33FeN4O13
391;391;fe3_e;Iron (Fe3+);e;3;Fe
392;392;allul6p_c;Allulose 6-phosphate;c;-2;C6H11O9P
393;393;alltt_c;Allantoate;c;-1;C4H7N4O4
394;394;urdglyc_c;(-)-Ureidoglycolate;c;-1;C3H5N2O4
395;395;alltn_c;Allantoin;c;0;C4H6N4O3
396;396;alltn_p;Allantoin;p;0;C4H6N4O3
397;397;arbtn_p;Aerobactin minus Fe3;p;-3;C22H33N4O13
398;398;alltn_e;Allantoin;e;0;C4H6N4O3
399;399;acmum_p;N-Acetylmuramate;p;-1;C11H18NO8
400;400;f6p_c;D-Fructose 6-phosphate;c;-2;C6H11O9P
401;401;arab__L_p;L-Arabinose;p;0;C5H10O5
402;402;acmum_e;N-Acetylmuramate;e;-1;C11H18NO8
403;403;all__D_p;D-Allose;p;0;C6H12O6
404;404;all__D_e;D-Allose;e;0;C6H12O6
405;405;arab__L_e;L-Arabinose;e;0;C5H10O5
406;406;alpp_p;Applipoprotein;p;0;X
407;407;lpp_p;Lipoprotein;p;0;XC16H30O1
408;408;pe160_p;Phosphatidylethanolamine (dihexadecanoyl, n-C16:0);p;0;C37H74N1O8P1
409;409;acnam_c;N-Acetylneuraminate;c;-1;C11H18NO9
410;410;acnam_p;N-Acetylneuraminate;p;-1;C11H18NO9
411;411;pg160_p;Phosphatidylglycerol (dihexadecanoyl, n-C16:0);p;-1;C38H74O10P1
412;412;acnam_e;N-Acetylneuraminate;e;-1;C11H18NO9
413;413;acetol_c;Acetol cytosol;c;0;C3H6O2
414;414;acmana_c;N-Acetyl-D-mannosamine;c;0;C8H15NO6
415;415;2ddglcn_c;2-Dehydro-3-deoxy-D-gluconate;c;-1;C6H9O6
416;416;altrn_c;D-Altronate;c;-1;C6H11O7
417;417;b2coa_c;Crotonoyl-CoA;c;-4;C25H36N7O17P3S
418;418;btcoa_c;Butanoyl-CoA;c;-4;C25H38N7O17P3S
419;419;arg__L_c;L-Arginine;c;1;C6H15N4O2
420;420;arg__L_p;L-Arginine;p;1;C6H15N4O2
421;421;glc__D_c;D-Glucose;c;0;C6H12O6
422;422;malt_c;Maltose C12H22O11;c;0;C12H22O11
423;423;malttr_c;Maltotriose C18H32O16;c;0;C18H32O16
424;424;maltttr_c;Maltotetraose;c;0;C24H42O21
425;425;hx2coa_c;Trans-Hex-2-enoyl-CoA;c;-4;C27H40N7O17P3S
426;426;hxcoa_c;Hexanoyl-CoA (n-C6:0CoA);c;-4;C27H42N7O17P3S
427;427;maltpt_c;Maltopentaose;c;0;C30H52O26
428;428;malthp_c;Maltoheptaose;c;0;C42H72O36
429;429;amet_c;S-Adenosyl-L-methionine;c;1;C15H23N6O5S
430;430;amob_c;S-Adenosyl-4-methylthio-2-oxobutanoate;c;0;C15H19N5O6S
431;431;dann_c;7,8-Diaminononanoate;c;1;C9H21N2O2
432;432;co2_p;CO2 CO2;p;0;CO2
433;433;orn_c;Ornithine;c;1;C5H13N2O2
434;434;orn_p;Ornithine;p;1;C5H13N2O2
435;435;argsuc_c;N(omega)-(L-Arginino)succinate;c;-1;C10H17N4O6
436;436;citr__L_c;L-Citrulline;c;0;C6H13N3O3
437;437;argtrna_c;L-Arginyl-tRNA(Arg);c;2;C6H14N4OR
438;438;trnaarg_c;TRNA(Arg);c;0;R
439;439;arg__L_e;L-Arginine;e;1;C6H15N4O2
440;440;4pasp_c;4-Phospho-L-aspartate;c;-2;C4H6NO7P
441;441;aspsa_c;L-Aspartate 4-semialdehyde;c;0;C4H7NO3
442;442;2dmmql8_c;2-Demethylmenaquinol 8;c;0;C50H72O2
443;443;mql8_c;Menaquinol 8;c;0;C51H74O2
444;444;for_c;Formate;c;-1;CH1O2
445;445;r5p_c;Alpha-D-Ribose 5-phosphate;c;-2;C5H9O8P
446;446;cgly_c;Cys Gly C5H10N2O3S;c;0;C5H10N2O3S
447;447;cys__L_c;L-Cysteine;c;0;C3H7NO2S
448;448;gly_c;Glycine;c;0;C2H5NO2
449;449;pro__L_c;L-Proline;c;0;C5H9NO2
450;450;progly_c;L-Prolinylglycine;c;0;C7H12N2O3
451;451;ascb6p_c;L-ascorbate-6-phosphate;c;-2;C6H7O9P
452;452;ascb__L_p;L-Ascorbate;p;0;C6H8O6
453;453;ascb__L_e;L-Ascorbate;e;0;C6H8O6
454;454;oc2coa_c;Trans-Oct-2-enoyl-CoA;c;-4;C29H44N7O17P3S
455;455;occoa_c;Octanoyl-CoA (n-C8:0CoA);c;-4;C29H46N7O17P3S
456;456;asn__L_c;L-Asparagine;c;0;C4H8N2O3
457;457;asn__L_p;L-Asparagine;p;0;C4H8N2O3
458;458;asp__L_p;L-Aspartate;p;-1;C4H6NO4
459;459;dc2coa_c;Trans-Dec-2-enoyl-CoA;c;-4;C31H48N7O17P3S
460;460;dcacoa_c;Decanoyl-CoA (n-C10:0CoA);c;-4;C31H50N7O17P3S
461;461;asntrna_c;L-Asparaginyl-tRNA(Asn);c;1;C14H24N2O12PR2
462;462;trnaasn_c;TRNA Asn  C10H17O10PR2;c;0;C10H17O10PR2
463;463;btn_c;Biotin;c;-1;C10H15N2O3S
464;464;btnso_c;D-biotin d-sulfoxide;c;-1;C10H15N2O4S
465;465;dd2coa_c;Trans-Dodec-2-enoyl-CoA;c;-4;C33H52N7O17P3S
466;466;ddcacoa_c;Dodecanoyl-CoA (n-C12:0CoA);c;-4;C33H54N7O17P3S
467;467;asn__L_e;L-Asparagine;e;0;C4H8N2O3
468;468;aso3_c;Arsenite;c;-3;AsO3
469;469;aso3_p;Arsenite;p;-3;AsO3
470;470;dtbt_c;Dethiobiotin;c;-1;C10H17N2O3
471;471;met__L_c;L-Methionine;c;0;C5H11NO2S
472;472;s_c;Sulfur;c;0;S
473;473;butso3_c;Butanesulfonate;c;-1;C4H9O3S
474;474;butso3_p;Butanesulfonate;p;-1;C4H9O3S
475;475;butso3_e;Butanesulfonate;e;-1;C4H9O3S
476;476;but_p;Butyrate (n-C4:0);p;-1;C4H7O2
477;477;aso3_e;Arsenite;e;-3;AsO3
478;478;ala_B_c;Beta-Alanine;c;0;C3H7NO2
479;479;cbasp_c;N-Carbamoyl-L-aspartate;c;-2;C5H6N2O5
480;480;cbp_c;Carbamoyl phosphate;c;-2;CH2NO5P
481;481;iasp_c;Iminoaspartate;c;-2;C4H3NO4
482;482;q8_c;Ubiquinone-8;c;0;C49H74O4
483;483;q8h2_c;Ubiquinol-8;c;0;C49H76O4
484;484;mqn8_c;Menaquinone 8;c;0;C51H72O2
485;485;but_e;Butyrate (n-C4:0);e;-1;C4H7O2
486;486;succ_c;Succinate;c;-2;C4H4O4
487;487;td2coa_c;Trans-Tetradec-2-enoyl-CoA;c;-4;C35H56N7O17P3S
488;488;tdcoa_c;Tetradecanoyl-CoA (n-C14:0CoA);c;-4;C35H58N7O17P3S
489;489;hdd2coa_c;Trans-Hexadec-2-enoyl-CoA;c;-4;C37H60N7O17P3S
490;490;pmtcoa_c;Palmitoyl-CoA (n-C16:0CoA);c;-4;C37H62N7O17P3S
491;491;oaa_c;Oxaloacetate;c;-2;C4H2O5
492;492;asptrna_c;L-Aspartyl-tRNA(Asp);c;0;C4H5NO3R
493;493;trnaasp_c;TRNA(Asp);c;0;R
494;494;od2coa_c;Trans-Octadec-2-enoyl-CoA;c;-4;C39H64N7O17P3S
495;495;stcoa_c;Stearoyl-CoA (n-C18:0CoA);c;-4;C39H66N7O17P3S
496;496;ca2_c;Calcium;c;2;Ca
497;497;ca2_p;Calcium;p;2;Ca
498;498;acACP_c;Acetyl-ACP;c;-1;C13H23N2O8PRS
499;499;acorn_c;N2-Acetyl-L-ornithine;c;0;C7H14N2O3
500;500;ca2_e;Calcium;e;2;Ca
501;501;15dap_c;1,5-Diaminopentane;c;2;C5H16N2
502;502;15dap_p;1,5-Diaminopentane;p;2;C5H16N2
503;503;lys__L_c;L-Lysine;c;1;C6H15N2O2
504;504;lys__L_p;L-Lysine;p;1;C6H15N2O2
505;505;asp__L_e;L-Aspartate;e;-1;C4H6NO4
506;506;acolipa_e;4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A;e;-9;C181H314N3O103P4
507;507;acolipa_p;4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A;p;-9;C181H314N3O103P4
508;508;aso4_c;Arsenate;c;-3;AsO4
509;509;gthox_c;Oxidized glutathione;c;-2;C20H30N6O12S2
510;510;gthrd_c;Reduced glutathione;c;-1;C10H16N3O6S
511;511;sucarg_c;N2-Succinyl-L-arginine;c;-1;C10H17N4O5
512;512;athr__L_c;L-Allo-threonine;c;0;C4H9NO3
513;513;adocbi_c;Adenosyl cobinamide;c;1;C58H84CoN16O11
514;514;cbi_c;Cobinamide;c;0;C48H72CoN11O8
515;515;pppi_c;Inorganic triphosphate;c;-4;HO10P3
516;516;cbi_e;Cobinamide;e;0;C48H72CoN11O8
517;517;cbi_p;Cobinamide;p;0;C48H72CoN11O8
518;518;cbl1_c;Cob(I)alamin;c;-1;C62H88CoN13O14P
519;519;cbl1_p;Cob(I)alamin;p;-1;C62H88CoN13O14P
520;520;itp_c;ITP C10H11N4O14P3;c;-4;C10H11N4O14P3
521;521;prbatp_c;1-(5-Phosphoribosyl)-ATP;c;-6;C15H19N5O20P4
522;522;cbl1_e;Cob(I)alamin;e;-1;C62H88CoN13O14P
523;523;adocbl_c;Adenosylcobalamin;c;0;C72H100CoN18O17P
524;524;acon_C_c;Cis-Aconitate;c;-3;C6H3O6
525;525;acon_T_c;Trans-Aconitate;c;-3;C6H3O6
526;526;ala_B_p;Beta-Alanine;p;0;C3H7NO2
527;527;ala_B_e;Beta-Alanine;e;0;C3H7NO2
528;528;betald_c;Betaine aldehyde;c;1;C5H12NO
529;529;glyb_c;Glycine betaine;c;0;C5H11NO2
530;530;cd2_c;Cadmium;c;2;Cd
531;531;cd2_p;Cadmium;p;2;Cd
532;532;pap_c;Adenosine 3',5'-bisphosphate;c;-4;C10H11N5O10P2
533;533;cd2_e;Cadmium;e;2;Cd
534;534;aconm_c;E-3-carboxy-2-pentenedioate 6-methyl ester;c;-2;C7H6O6
535;535;cit_c;Citrate;c;-3;C6H5O7
536;536;cdpdddecg_c;CDP-1,2-didodecanoylglycerol;c;-2;C36H63N3O15P2
537;537;cmp_c;CMP C9H12N3O8P;c;-2;C9H12N3O8P
538;538;cobalt2_c;Co2+;c;2;Co
539;539;cobalt2_p;Co2+;p;2;Co
540;540;icit_c;Isocitrate;c;-3;C6H5O7
541;541;colipa_c;Core oligosaccharide lipid A;c;-11;C176H303N2O100P4
542;542;colipa_p;Core oligosaccharide lipid A;p;-11;C176H303N2O100P4
543;543;cdpdtdecg_c;CDP-1,2-ditetradecanoylglycerol;c;-2;C40H71N3O15P2
544;544;cdpdtdec7eg_c;CDP-1,2-ditetradec-7-enoylglycerol;c;-2;C40H67N3O15P2
545;545;cdpdhdecg_c;CDP-1,2-dihexadecanoylglycerol;c;-2;C44H79N3O15P2
546;546;colipa_e;Core oligosaccharide lipid A;e;-11;C176H303N2O100P4
547;547;cdpdhdec9eg_c;CDP-1,2-dihexadec-9-enoylglycerol;c;-2;C44H75N3O15P2
548;548;cdpdodecg_c;CDP-1,2-dioctadecanoylglycerol;c;-2;C48H87N3O15P2
549;549;apoACP_c;Apoprotein [acyl carrier protein];c;0;RHO
550;550;cdpdodec11eg_c;CDP-1,2-dioctadec-11-enoylglycerol;c;-2;C48H83N3O15P2
551;551;2p4c2me_c;2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol;c;-4;C14H22N3O17P3
552;552;4c2me_c;4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol;c;-2;C14H23N3O14P2
553;553;cpe160_c;Cyclopropane phosphatidylethanolamine (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo);c;0;C39H74N1O8P1
554;554;cpg160_c;Cyclopropane phosphatidylglycerol (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo);c;-1;C40H74O10P1
555;555;cpe180_c;Cyclopropane phosphatidylethanolamine (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo);c;0;C43H82N1O8P1
556;556;cpg180_c;Cyclopropane phosphatidylglycerol (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo);c;-1;C44H82O10P1
557;557;cpgn_c;Coprogen;c;-1;C35H52N6O13Fe
558;558;cpgn_un_c;Coprogen unloaded (no Fe(III));c;-4;C35H52N6O13
559;559;cgly_p;Cys Gly C5H10N2O3S;p;0;C5H10N2O3S
560;560;cgly_e;Cys Gly C5H10N2O3S;e;0;C5H10N2O3S
561;561;chol_c;Choline C5H14NO;c;1;C5H14NO
562;562;chol_p;Choline C5H14NO;p;1;C5H14NO
563;563;cpgn_un_e;Coprogen unloaded (no Fe(III));e;-4;C35H52N6O13
564;564;cpgn_un_p;Coprogen unloaded (no Fe(III));p;-4;C35H52N6O13
565;565;chol_e;Choline C5H14NO;e;1;C5H14NO
566;566;pphn_c;Prephenate;c;-2;C10H8O6
567;567;cpgn_p;Coprogen;p;-1;C35H52N6O13Fe
568;568;3psme_c;5-O-(1-Carboxyvinyl)-3-phosphoshikimate;c;-4;C10H9O10P
569;569;acser_e;O-Acetyl-L-serine;e;0;C5H9NO4
570;570;acser_p;O-Acetyl-L-serine;p;0;C5H9NO4
571;571;4hbz_c;4-Hydroxybenzoate;c;-1;C7H5O3
572;572;cpgn_e;Coprogen;e;-1;C35H52N6O13Fe
573;573;cenchddd_c;Cis-3-(3-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol;c;-1;C9H9O4
574;574;cinnm_c;Trans-Cinnamate;c;-1;C9H7O2
575;575;acser_c;O-Acetyl-L-serine;c;0;C5H9NO4
576;576;cpppg3_c;Coproporphyrinogen III;c;-4;C36H40N4O8
577;577;pppg9_c;Protoporphyrinogen IX;c;-2;C34H38N4O4
578;578;bbtcoa_c;Gamma-butyrobetainyl-CoA;c;-3;C28H46N8O17P3S
579;579;crn_c;L-Carnitine;c;0;C7H15NO3
580;580;crncoa_c;L-Carnitinyl-CoA;c;-3;C28H46N8O18P3S
581;581;gbbtn_c;Gamma-butyrobetaine;c;0;C7H15NO2
582;582;cit_p;Citrate;p;-3;C6H5O7
583;583;succ_p;Succinate;p;-2;C4H4O4
584;584;cit_e;Citrate;e;-3;C6H5O7
585;585;ac_p;Acetate;p;-1;C2H3O2
586;586;lipa_cold_e;Cold adapted KDO(2)-lipid (A);e;-6;C114H202N2O39P2
587;587;lipa_cold_p;Cold adapted KDO(2)-lipid (A);p;-6;C114H202N2O39P2
588;588;crnDcoa_c;D-carnitinyl-CoA;c;-3;C28H46N8O18P3S
589;589;ctbt_c;Crotonobetaine;c;0;C7H13NO2
590;590;ctbtcoa_c;Crotonobetainyl-CoA;c;-3;C28H44N8O17P3S
591;591;crn__D_c;D-Carnitine;c;0;C7H15NO3
592;592;crn__D_p;D-Carnitine;p;0;C7H15NO3
593;593;crn_p;L-Carnitine;p;0;C7H15NO3
594;594;clpn120_p;Cardiolipin (tetradodecanoyl, n-C12:0);p;-2;C57H108O17P2
595;595;pa120_p;1,2-didodecanoyl-sn-glycerol 3-phosphate;p;-2;C27H51O8P1
596;596;pg120_p;Phosphatidylglycerol (didodecanoyl, n-C12:0);p;-1;C30H58O10P1
597;597;clpn140_p;Cardiolipin (tetratetradecanoyl, n-C14:0);p;-2;C65H124O17P2
598;598;pa140_p;1,2-ditetradecanoyl-sn-glycerol 3-phosphate;p;-2;C31H59O8P1
599;599;pg140_p;Phosphatidylglycerol (ditetradecanoyl, n-C14:0);p;-1;C34H66O10P1
600;600;clpn141_p;Cardiolipin (tetratetradec-7-enoyl, n-C14:1);p;-2;C65H116O17P2
601;601;pa141_p;1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate;p;-2;C31H55O8P1
602;602;pg141_p;Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1);p;-1;C34H62O10P1
603;603;clpn160_p;Cardiolipin (tetrahexadecanoyl, n-C16:0);p;-2;C73H140O17P2
604;604;pa160_p;1,2-dihexadecanoyl-sn-glycerol 3-phosphate;p;-2;C35H67O8P1
605;605;clpn161_p;Cardiolipin (tetrahexadec-9-enoyl, n-C16:1);p;-2;C73H132O17P2
606;606;pa161_p;1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate;p;-2;C35H63O8P1
607;607;pg161_p;Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1);p;-1;C38H70O10P1
608;608;clpn180_p;Cardiolipin (tetraoctadecanoyl, n-C18:0);p;-2;C81H156O17P2
609;609;pa180_p;1,2-dioctadecanoyl-sn-glycerol 3-phosphate;p;-2;C39H75O8P1
610;610;pg180_p;Phosphatidylglycerol (dioctadecanoyl, n-C18:0);p;-1;C42H82O10P1
611;611;clpn181_p;Cardiolipin (tetraoctadec-11-enoyl, n-C18:1);p;-2;C81H148O17P2
612;612;pa181_p;1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate;p;-2;C39H71O8P1
613;613;pg181_p;Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1);p;-1;C42H78O10P1
614;614;glyc_p;Glycerol;p;0;C3H8O3
615;615;gbbtn_p;Gamma-butyrobetaine;p;0;C7H15NO2
616;616;ac_e;Acetate;e;-1;C2H3O2
617;617;crn_e;L-Carnitine;e;0;C7H15NO3
618;618;csn_c;Cytosine;c;0;C4H5N3O
619;619;ura_c;Uracil;c;0;C4H4N2O2
620;620;csn_p;Cytosine;p;0;C4H5N3O
621;621;csn_e;Cytosine;e;0;C4H5N3O
622;622;adn_c;Adenosine;c;0;C10H13N5O4
623;623;ins_c;Inosine;c;0;C10H12N4O5
624;624;ctbt_p;Crotonobetaine;p;0;C7H13NO2
625;625;cl_c;Chloride;c;-1;Cl
626;626;cl_p;Chloride;p;-1;Cl
627;627;cl_e;Chloride;e;-1;Cl
628;628;ctp_c;CTP C9H12N3O14P3;c;-4;C9H12N3O14P3
629;629;utp_c;UTP C9H11N2O15P3;c;-4;C9H11N2O15P3
630;630;4abz_c;4-Aminobenzoate;c;-1;C7H6NO2
631;631;4adcho_c;4-amino-4-deoxychorismate;c;-1;C10H10NO5
632;632;cu2_p;Copper;p;2;Cu
633;633;cu_p;Cu+;p;1;Cu
634;634;cu_c;Cu+;c;1;Cu
635;635;cu2_c;Copper;c;2;Cu
636;636;cmp_e;CMP C9H12N3O8P;e;-2;C9H12N3O8P
637;637;cmp_p;CMP C9H12N3O8P;p;-2;C9H12N3O8P
638;638;co2_e;CO2 CO2;e;0;CO2
639;639;cu2_e;Copper;e;2;Cu
640;640;cobalt2_e;Co2+;e;2;Co
641;641;cu_e;Cu+;e;1;Cu
642;642;hxan_c;Hypoxanthine;c;0;C5H4N4O
643;643;cyan_c;Hydrogen cyanide;c;0;CHN
644;644;so3_c;Sulfite;c;-2;O3S
645;645;tcynt_c;Thiocyanate;c;-1;CNS
646;646;tsul_c;Thiosulfate;c;-2;O3S2
647;647;ade_p;Adenine;p;0;C5H5N5
648;648;cyan_p;Hydrogen cyanide;p;0;CHN
649;649;so3_p;Sulfite;p;-2;O3S
650;650;tcynt_p;Thiocyanate;p;-1;CNS
651;651;tsul_p;Thiosulfate;p;-2;O3S2
652;652;cyan_e;Hydrogen cyanide;e;0;CHN
653;653;cynt_c;Cyanate;c;-1;CNO
654;654;ade_e;Adenine;e;0;C5H5N5
655;655;cynt_p;Cyanate;p;-1;CNO
656;656;cynt_e;Cyanate;e;-1;CNO
657;657;cys__D_c;D-Cysteine;c;0;C3H7NO2S
658;658;h2s_c;Hydrogen sulfide;c;0;H2S
659;659;ala__D_e;D-Alanine;e;0;C3H7NO2
660;660;cys__D_p;D-Cysteine;p;0;C3H7NO2S
661;661;damp_e;DAMP C10H12N5O6P;e;-2;C10H12N5O6P
662;662;damp_p;DAMP C10H12N5O6P;p;-2;C10H12N5O6P
663;663;26dap__M_c;Meso-2,6-Diaminoheptanedioate;c;0;C7H14N2O4
664;664;cys__D_e;D-Cysteine;e;0;C3H7NO2S
665;665;3sala_c;3-Sulfino-L-alanine;c;-2;C3H5NO4S
666;666;so2_c;Sulfur dioxide;c;0;O2S
667;667;cyst__L_c;L-Cystathionine;c;0;C7H14N2O4S
